aircraft_code;seat_no;fare_conditions
OZG;17B;ECONOMY
OZG;17C;ADVANCE
OZG;17D;ADVANCE
OZG;18A;ADVANCE
OZG;18B;BUISNESS
OZG;18C;ADVANCE
OZG;18D;PREMIUM
OZG;19A;PREMIUM
OZG;19B;ADVANCE
OZG;19C;BUISNESS
OZG;19D;BASE
OZG;20A;ULTRAKAIF
OZG;20B;ADVANCE
OZG;20C;ADVANCE
OZG;20D;ADVANCE
OZG;21A;ULTRAKAIF
OZG;21B;BUISNESS
OZG;21C;BASE
OZG;21D;PREMIUM
OZG;22A;ECONOMY
OZG;22B;BASE
OZG;22C;ECONOMY
OZG;22D;PREMIUM
OZG;23A;BASE
OZG;23B;PREMIUM
OZG;23C;ULTRAKAIF
OZG;23D;ADVANCE
OZG;24A;PREMIUM
OZG;24B;ADVANCE
OZG;24C;ADVANCE
OZG;24D;BUISNESS
OZG;25A;ADVANCE
OZG;25B;BASE
OZG;25C;ADVANCE
OZG;25D;BUISNESS
OZG;26A;ECONOMY
OZG;26B;ADVANCE
OZG;26C;ADVANCE
OZG;26D;ADVANCE
OZG;27A;PREMIUM
OZG;27B;ULTRAKAIF
OZG;27C;PREMIUM
OZG;27D;ADVANCE
OZG;28A;ECONOMY
OZG;28B;ADVANCE
OZG;28C;ULTRAKAIF
OZG;28D;ULTRAKAIF
OZG;29A;ADVANCE
OZG;29B;ECONOMY
OZG;29C;BUISNESS
OZG;29D;ADVANCE
OZG;30A;ADVANCE
OZG;30B;ECONOMY
OZG;30C;ECONOMY
OZG;30D;BUISNESS
OZG;31A;ADVANCE
OZG;31B;ADVANCE
OZG;31C;ADVANCE
OZG;31D;PREMIUM
OZG;32A;ECONOMY
OZG;32B;ECONOMY
OZG;32C;BUISNESS
OZG;32D;ULTRAKAIF
OZG;33A;ECONOMY
OZG;33B;ADVANCE
OZG;33C;BASE
OZG;33D;PREMIUM
OZG;34A;BASE
OZG;34B;ULTRAKAIF
OZG;34C;PREMIUM
OZG;34D;PREMIUM
OZG;35A;BUISNESS
OZG;35B;BASE
OZG;35C;ULTRAKAIF
OZG;35D;ULTRAKAIF
OZG;36A;ECONOMY
OZG;36B;ADVANCE
OZG;36C;PREMIUM
OZG;36D;ECONOMY
OZG;37A;BASE
OZG;37B;BASE
OZG;37C;PREMIUM
OZG;37D;PREMIUM
OZG;38A;PREMIUM
OZG;38B;PREMIUM
OZG;38C;ECONOMY
OZG;38D;BUISNESS
OZG;39A;ECONOMY
OZG;39B;ADVANCE
OZG;39C;BUISNESS
OZG;39D;BASE
OZG;40A;ADVANCE
OZG;40B;BASE
OZG;40C;BASE
OZG;40D;ECONOMY
UTF;1A;BASE
UTF;1B;PREMIUM
UTF;1C;ADVANCE
UTF;1D;ECONOMY
UTF;2A;ULTRAKAIF
UTF;2B;BASE
UTF;2C;PREMIUM
UTF;2D;BASE
UTF;3A;ADVANCE
UTF;3B;ADVANCE
UTF;3C;ULTRAKAIF
UTF;3D;ULTRAKAIF
UTF;4A;ADVANCE
UTF;4B;ULTRAKAIF
UTF;4C;ECONOMY
UTF;4D;ECONOMY
UTF;5A;BASE
UTF;5B;BUISNESS
UTF;5C;BUISNESS
UTF;5D;BUISNESS
UTF;6A;PREMIUM
UTF;6B;ADVANCE
UTF;6C;PREMIUM
UTF;6D;ULTRAKAIF
UTF;7A;BASE
UTF;7B;ULTRAKAIF
UTF;7C;BASE
UTF;7D;ADVANCE
UTF;8A;ULTRAKAIF
UTF;8B;BUISNESS
UTF;8C;BASE
UTF;8D;BASE
UTF;9A;BASE
UTF;9B;ULTRAKAIF
UTF;9C;BASE
UTF;9D;ECONOMY
UTF;10A;ECONOMY
UTF;10B;BUISNESS
UTF;10C;ULTRAKAIF
UTF;10D;BASE
UTF;11A;BASE
UTF;11B;ECONOMY
UTF;11C;BUISNESS
UTF;11D;BASE
UTF;12A;PREMIUM
UTF;12B;BASE
UTF;12C;ULTRAKAIF
UTF;12D;PREMIUM
UTF;13A;BASE
UTF;13B;ADVANCE
UTF;13C;ADVANCE
UTF;13D;BASE
UTF;14A;PREMIUM
UTF;14B;ULTRAKAIF
UTF;14C;BASE
UTF;14D;ADVANCE
UTF;15A;ULTRAKAIF
UTF;15B;ADVANCE
UTF;15C;ULTRAKAIF
UTF;15D;BUISNESS
UTF;16A;PREMIUM
UTF;16B;PREMIUM
UTF;16C;BASE
UTF;16D;ADVANCE
UTF;17A;PREMIUM
UTF;17B;BUISNESS
UTF;17C;BASE
UTF;17D;ADVANCE
UTF;18A;ECONOMY
UTF;18B;BASE
UTF;18C;BUISNESS
UTF;18D;ECONOMY
UTF;19A;ADVANCE
UTF;19B;ULTRAKAIF
UTF;19C;ULTRAKAIF
UTF;19D;ADVANCE
UTF;20A;PREMIUM
UTF;20B;ECONOMY
UTF;20C;PREMIUM
UTF;20D;PREMIUM
UTF;21A;BASE
UTF;21B;ECONOMY
UTF;21C;ADVANCE
UTF;21D;ULTRAKAIF
UTF;22A;ADVANCE
UTF;22B;PREMIUM
UTF;22C;PREMIUM
UTF;22D;ADVANCE
UTF;23A;ECONOMY
UTF;23B;PREMIUM
UTF;23C;ULTRAKAIF
UTF;23D;PREMIUM
UTF;24A;ADVANCE
UTF;24B;ECONOMY
UTF;24C;ADVANCE
UTF;24D;ADVANCE
UTF;25A;ADVANCE
UTF;25B;BUISNESS
UTF;25C;ADVANCE
UTF;25D;BUISNESS
UTF;26A;PREMIUM
UTF;26B;PREMIUM
UTF;26C;PREMIUM
UTF;26D;BASE
UTF;27A;ADVANCE
UTF;27B;BUISNESS
UTF;27C;ADVANCE
UTF;27D;BASE
UTF;28A;BUISNESS
UTF;28B;ECONOMY
UTF;28C;BASE
UTF;28D;ADVANCE
UTF;29A;BASE
UTF;29B;ULTRAKAIF
UTF;29C;ULTRAKAIF
UTF;29D;BUISNESS
UTF;30A;BASE
UTF;30B;BASE
UTF;30C;ECONOMY
UTF;30D;ADVANCE
UTF;31A;PREMIUM
UTF;31B;BUISNESS
UTF;31C;ADVANCE
UTF;31D;PREMIUM
UTF;32A;ADVANCE
UTF;32B;BUISNESS
UTF;32C;ECONOMY
UTF;32D;ADVANCE
UTF;33A;PREMIUM
UTF;33B;BUISNESS
UTF;33C;BUISNESS
UTF;33D;ADVANCE
UTF;34A;PREMIUM
UTF;34B;ECONOMY
UTF;34C;ECONOMY
UTF;34D;ECONOMY
UTF;35A;ADVANCE
UTF;35B;BASE
UTF;35C;BUISNESS
UTF;35D;BUISNESS
UTF;36A;ULTRAKAIF
UTF;36B;ECONOMY
UTF;36C;BUISNESS
UTF;36D;ULTRAKAIF
UTF;37A;BASE
UTF;37B;BUISNESS
UTF;37C;BUISNESS
UTF;37D;ADVANCE
UTF;38A;ADVANCE
UTF;38B;PREMIUM
UTF;38C;ULTRAKAIF
UTF;38D;BUISNESS
UTF;39A;BUISNESS
UTF;39B;BUISNESS
UTF;39C;ECONOMY
UTF;39D;ULTRAKAIF
UTF;40A;PREMIUM
UTF;40B;ULTRAKAIF
UTF;40C;ADVANCE
UTF;40D;BASE
DZT;1A;ECONOMY
DZT;1B;ULTRAKAIF
DZT;1C;ECONOMY
DZT;1D;PREMIUM
DZT;2A;BUISNESS
DZT;2B;PREMIUM
DZT;2C;ADVANCE
DZT;2D;ECONOMY
DZT;3A;PREMIUM
DZT;3B;ECONOMY
DZT;3C;PREMIUM
DZT;3D;ECONOMY
DZT;4A;BASE
DZT;4B;PREMIUM
DZT;4C;BASE
DZT;4D;ADVANCE
DZT;5A;PREMIUM
DZT;5B;ULTRAKAIF
DZT;5C;ADVANCE
DZT;5D;ECONOMY
DZT;6A;BUISNESS
DZT;6B;PREMIUM
DZT;6C;ECONOMY
DZT;6D;ECONOMY
DZT;7A;ECONOMY
DZT;7B;ECONOMY
DZT;7C;ADVANCE
DZT;7D;BUISNESS
DZT;8A;BASE
DZT;8B;PREMIUM
DZT;8C;BUISNESS
DZT;8D;ECONOMY
DZT;9A;ULTRAKAIF
DZT;9B;BASE
DZT;9C;ULTRAKAIF
DZT;9D;BASE
DZT;10A;BUISNESS
DZT;10B;ECONOMY
DZT;10C;BUISNESS
DZT;10D;BUISNESS
DZT;11A;BASE
DZT;11B;ADVANCE
DZT;11C;BASE
DZT;11D;BUISNESS
DZT;12A;ADVANCE
DZT;12B;BUISNESS
DZT;12C;BASE
DZT;12D;BUISNESS
DZT;13A;ULTRAKAIF
DZT;13B;BUISNESS
DZT;13C;ADVANCE
DZT;13D;PREMIUM
DZT;14A;PREMIUM
DZT;14B;BUISNESS
DZT;14C;ECONOMY
DZT;14D;ULTRAKAIF
DZT;15A;ECONOMY
DZT;15B;ULTRAKAIF
DZT;15C;ULTRAKAIF
DZT;15D;ECONOMY
DZT;16A;BUISNESS
DZT;16B;ECONOMY
DZT;16C;PREMIUM
DZT;16D;PREMIUM
DZT;17A;BASE
DZT;17B;ECONOMY
DZT;17C;PREMIUM
DZT;17D;BUISNESS
DZT;18A;BASE
DZT;18B;BASE
DZT;18C;BUISNESS
DZT;18D;BUISNESS
DZT;19A;ECONOMY
DZT;19B;ULTRAKAIF
DZT;19C;PREMIUM
DZT;19D;ULTRAKAIF
DZT;20A;BUISNESS
DZT;20B;ULTRAKAIF
DZT;20C;BUISNESS
DZT;20D;ADVANCE
DZT;21A;ECONOMY
DZT;21B;BUISNESS
DZT;21C;PREMIUM
DZT;21D;PREMIUM
DZT;22A;BUISNESS
DZT;22B;ECONOMY
DZT;22C;BUISNESS
DZT;22D;ADVANCE
DZT;23A;ULTRAKAIF
DZT;23B;ADVANCE
DZT;23C;BASE
DZT;23D;ADVANCE
DZT;24A;ADVANCE
DZT;24B;PREMIUM
DZT;24C;PREMIUM
DZT;24D;ECONOMY
DZT;25A;BASE
DZT;25B;BUISNESS
DZT;25C;PREMIUM
DZT;25D;PREMIUM
DZT;26A;ECONOMY
DZT;26B;BUISNESS
DZT;26C;BASE
DZT;26D;ECONOMY
DZT;27A;ADVANCE
DZT;27B;PREMIUM
DZT;27C;ADVANCE
DZT;27D;BUISNESS
DZT;28A;ULTRAKAIF
DZT;28B;ECONOMY
DZT;28C;BUISNESS
DZT;28D;BASE
DZT;29A;PREMIUM
DZT;29B;BUISNESS
DZT;29C;ECONOMY
DZT;29D;ULTRAKAIF
DZT;30A;BASE
DZT;30B;BASE
DZT;30C;ULTRAKAIF
DZT;30D;ADVANCE
DZT;31A;BASE
DZT;31B;ADVANCE
DZT;31C;BASE
DZT;31D;BUISNESS
DZT;32A;PREMIUM
DZT;32B;ECONOMY
DZT;32C;ULTRAKAIF
DZT;32D;ULTRAKAIF
DZT;33A;ADVANCE
DZT;33B;PREMIUM
DZT;33C;BUISNESS
DZT;33D;ECONOMY
DZT;34A;ULTRAKAIF
DZT;34B;PREMIUM
DZT;34C;PREMIUM
DZT;34D;ULTRAKAIF
DZT;35A;ECONOMY
DZT;35B;PREMIUM
DZT;35C;ULTRAKAIF
DZT;35D;BUISNESS
DZT;36A;ULTRAKAIF
DZT;36B;ADVANCE
DZT;36C;ECONOMY
DZT;36D;ECONOMY
DZT;37A;ULTRAKAIF
DZT;37B;PREMIUM
DZT;37C;ULTRAKAIF
DZT;37D;ULTRAKAIF
DZT;38A;PREMIUM
DZT;38B;ECONOMY
DZT;38C;BUISNESS
DZT;38D;ADVANCE
DZT;39A;ECONOMY
DZT;39B;ADVANCE
DZT;39C;BUISNESS
DZT;39D;ULTRAKAIF
DZT;40A;BASE
DZT;40B;ADVANCE
DZT;40C;ULTRAKAIF
DZT;40D;ECONOMY
UML;1A;BUISNESS
UML;1B;BUISNESS
UML;1C;BUISNESS
UML;1D;BUISNESS
UML;2A;BASE
UML;2B;BUISNESS
UML;2C;PREMIUM
UML;2D;ULTRAKAIF
UML;3A;BASE
UML;3B;BASE
UML;3C;ADVANCE
UML;3D;ECONOMY
UML;4A;BUISNESS
UML;4B;ADVANCE
UML;4C;ECONOMY
UML;4D;PREMIUM
UML;5A;BUISNESS
UML;5B;ULTRAKAIF
UML;5C;ULTRAKAIF
UML;5D;ECONOMY
UML;6A;ADVANCE
UML;6B;BUISNESS
UML;6C;BUISNESS
UML;6D;PREMIUM
UML;7A;ADVANCE
UML;7B;BUISNESS
UML;7C;ADVANCE
UML;7D;ECONOMY
UML;8A;ADVANCE
UML;8B;ECONOMY
UML;8C;ULTRAKAIF
UML;8D;ECONOMY
UML;9A;PREMIUM
UML;9B;ECONOMY
UML;9C;BUISNESS
UML;9D;BUISNESS
UML;10A;ADVANCE
UML;10B;BASE
UML;10C;ECONOMY
UML;10D;ADVANCE
UML;11A;BUISNESS
UML;11B;ULTRAKAIF
UML;11C;BUISNESS
UML;11D;ULTRAKAIF
UML;12A;ECONOMY
UML;12B;BASE
UML;12C;ADVANCE
UML;12D;BUISNESS
UML;13A;BASE
UML;13B;ECONOMY
UML;13C;BASE
UML;13D;BUISNESS
UML;14A;ULTRAKAIF
UML;14B;ECONOMY
UML;14C;BASE
UML;14D;ULTRAKAIF
UML;15A;ULTRAKAIF
UML;15B;ULTRAKAIF
UML;15C;ULTRAKAIF
UML;15D;BUISNESS
UML;16A;BASE
UML;16B;BUISNESS
UML;16C;ECONOMY
UML;16D;PREMIUM
UML;17A;BASE
UML;17B;ADVANCE
UML;17C;ADVANCE
UML;17D;BASE
UML;18A;ULTRAKAIF
UML;18B;BUISNESS
UML;18C;PREMIUM
UML;18D;BUISNESS
UML;19A;ECONOMY
UML;19B;PREMIUM
UML;19C;ADVANCE
UML;19D;PREMIUM
UML;20A;ECONOMY
UML;20B;ECONOMY
UML;20C;ADVANCE
UML;20D;ECONOMY
UML;21A;ADVANCE
UML;21B;BUISNESS
UML;21C;BUISNESS
UML;21D;PREMIUM
UML;22A;ECONOMY
UML;22B;PREMIUM
UML;22C;BASE
UML;22D;ADVANCE
UML;23A;ECONOMY
UML;23B;PREMIUM
UML;23C;ULTRAKAIF
UML;23D;BUISNESS
UML;24A;ADVANCE
UML;24B;BUISNESS
UML;24C;BASE
UML;24D;BASE
UML;25A;ULTRAKAIF
UML;25B;ULTRAKAIF
UML;25C;ULTRAKAIF
UML;25D;ADVANCE
UML;26A;BUISNESS
UML;26B;BASE
UML;26C;PREMIUM
UML;26D;ADVANCE
UML;27A;BASE
UML;27B;ULTRAKAIF
UML;27C;ECONOMY
UML;27D;ECONOMY
UML;28A;ULTRAKAIF
UML;28B;ADVANCE
UML;28C;BASE
UML;28D;ULTRAKAIF
UML;29A;ADVANCE
UML;29B;BASE
UML;29C;BUISNESS
UML;29D;ULTRAKAIF
UML;30A;PREMIUM
UML;30B;ECONOMY
UML;30C;ECONOMY
UML;30D;ECONOMY
UML;31A;ADVANCE
UML;31B;BUISNESS
UML;31C;PREMIUM
UML;31D;ULTRAKAIF
UML;32A;ECONOMY
UML;32B;BASE
UML;32C;ULTRAKAIF
UML;32D;ADVANCE
UML;33A;PREMIUM
UML;33B;BASE
UML;33C;ECONOMY
UML;33D;ULTRAKAIF
UML;34A;BASE
UML;34B;PREMIUM
UML;34C;ULTRAKAIF
UML;34D;PREMIUM
UML;35A;ULTRAKAIF
UML;35B;ULTRAKAIF
UML;35C;BASE
UML;35D;BUISNESS
UML;36A;BUISNESS
UML;36B;PREMIUM
UML;36C;BASE
UML;36D;BUISNESS
UML;37A;BASE
UML;37B;ADVANCE
UML;37C;PREMIUM
UML;37D;PREMIUM
UML;38A;ADVANCE
UML;38B;ADVANCE
UML;38C;BUISNESS
UML;38D;ECONOMY
UML;39A;ADVANCE
UML;39B;BASE
UML;39C;ULTRAKAIF
UML;39D;ULTRAKAIF
UML;40A;ECONOMY
UML;40B;BASE
UML;40C;BUISNESS
UML;40D;ECONOMY
FZF;1A;ECONOMY
FZF;1B;PREMIUM
FZF;1C;ECONOMY
FZF;1D;BUISNESS
FZF;2A;ECONOMY
FZF;2B;ULTRAKAIF
FZF;2C;BASE
FZF;2D;PREMIUM
FZF;3A;ECONOMY
FZF;3B;ECONOMY
FZF;3C;ULTRAKAIF
FZF;3D;ADVANCE
FZF;4A;ECONOMY
FZF;4B;ADVANCE
FZF;4C;ADVANCE
FZF;4D;ADVANCE
FZF;5A;PREMIUM
FZF;5B;PREMIUM
FZF;5C;ULTRAKAIF
FZF;5D;BASE
FZF;6A;ADVANCE
FZF;6B;ECONOMY
FZF;6C;BUISNESS
FZF;6D;ECONOMY
FZF;7A;ECONOMY
FZF;7B;PREMIUM
FZF;7C;ADVANCE
FZF;7D;ULTRAKAIF
FZF;8A;ECONOMY
FZF;8B;BASE
FZF;8C;BASE
FZF;8D;BASE
FZF;9A;BUISNESS
FZF;9B;ULTRAKAIF
FZF;9C;BUISNESS
FZF;9D;BUISNESS
FZF;10A;PREMIUM
FZF;10B;ADVANCE
FZF;10C;ADVANCE
FZF;10D;PREMIUM
FZF;11A;BASE
FZF;11B;ADVANCE
FZF;11C;PREMIUM
FZF;11D;PREMIUM
FZF;12A;BASE
FZF;12B;ADVANCE
FZF;12C;ECONOMY
FZF;12D;BASE
FZF;13A;ECONOMY
FZF;13B;ECONOMY
FZF;13C;ECONOMY
FZF;13D;BUISNESS
FZF;14A;PREMIUM
FZF;14B;ULTRAKAIF
FZF;14C;ULTRAKAIF
FZF;14D;BASE
FZF;15A;PREMIUM
FZF;15B;BUISNESS
FZF;15C;ECONOMY
FZF;15D;ULTRAKAIF
FZF;16A;BASE
FZF;16B;BASE
FZF;16C;BUISNESS
FZF;16D;BUISNESS
FZF;17A;PREMIUM
FZF;17B;BASE
FZF;17C;PREMIUM
FZF;17D;ULTRAKAIF
FZF;18A;ECONOMY
FZF;18B;BASE
FZF;18C;BUISNESS
FZF;18D;PREMIUM
FZF;19A;BASE
FZF;19B;ECONOMY
FZF;19C;BASE
FZF;19D;ECONOMY
FZF;20A;ADVANCE
FZF;20B;BASE
FZF;20C;BASE
FZF;20D;BASE
FZF;21A;PREMIUM
FZF;21B;ULTRAKAIF
FZF;21C;BASE
FZF;21D;BASE
FZF;22A;ECONOMY
FZF;22B;ULTRAKAIF
FZF;22C;ADVANCE
FZF;22D;ULTRAKAIF
FZF;23A;PREMIUM
FZF;23B;PREMIUM
FZF;23C;ADVANCE
FZF;23D;ADVANCE
FZF;24A;BASE
FZF;24B;ULTRAKAIF
FZF;24C;ULTRAKAIF
FZF;24D;BUISNESS
FZF;25A;BUISNESS
FZF;25B;BASE
FZF;25C;ECONOMY
FZF;25D;ADVANCE
FZF;26A;ADVANCE
FZF;26B;PREMIUM
FZF;26C;BASE
FZF;26D;ULTRAKAIF
FZF;27A;BUISNESS
FZF;27B;BASE
FZF;27C;PREMIUM
FZF;27D;ADVANCE
FZF;28A;ULTRAKAIF
FZF;28B;PREMIUM
FZF;28C;BASE
FZF;28D;BASE
FZF;29A;BUISNESS
FZF;29B;ADVANCE
FZF;29C;PREMIUM
FZF;29D;ECONOMY
FZF;30A;ECONOMY
FZF;30B;PREMIUM
FZF;30C;PREMIUM
FZF;30D;ECONOMY
FZF;31A;ULTRAKAIF
FZF;31B;ECONOMY
FZF;31C;BASE
FZF;31D;BASE
FZF;32A;ADVANCE
FZF;32B;ADVANCE
FZF;32C;PREMIUM
FZF;32D;BASE
FZF;33A;ULTRAKAIF
FZF;33B;BASE
FZF;33C;PREMIUM
FZF;33D;ULTRAKAIF
FZF;34A;BUISNESS
FZF;34B;ULTRAKAIF
FZF;34C;ULTRAKAIF
FZF;34D;BASE
FZF;35A;ECONOMY
FZF;35B;BUISNESS
FZF;35C;BASE
FZF;35D;BASE
FZF;36A;BASE
FZF;36B;PREMIUM
FZF;36C;BASE
FZF;36D;ADVANCE
FZF;37A;ECONOMY
FZF;37B;ULTRAKAIF
FZF;37C;BUISNESS
FZF;37D;ECONOMY
FZF;38A;BUISNESS
FZF;38B;ECONOMY
FZF;38C;ADVANCE
FZF;38D;BASE
FZF;39A;PREMIUM
FZF;39B;BASE
FZF;39C;ADVANCE
FZF;39D;PREMIUM
FZF;40A;ADVANCE
FZF;40B;PREMIUM
FZF;40C;ADVANCE
FZF;40D;PREMIUM
YOO;1A;ADVANCE
YOO;1B;BUISNESS
YOO;1C;BASE
YOO;1D;ULTRAKAIF
YOO;2A;ECONOMY
YOO;2B;ECONOMY
YOO;2C;ULTRAKAIF
YOO;2D;BASE
YOO;3A;ADVANCE
YOO;3B;ULTRAKAIF
YOO;3C;PREMIUM
YOO;3D;ULTRAKAIF
YOO;4A;ULTRAKAIF
YOO;4B;BUISNESS
YOO;4C;BASE
YOO;4D;BASE
YOO;5A;ULTRAKAIF
YOO;5B;BUISNESS
YOO;5C;ECONOMY
YOO;5D;ECONOMY
YOO;6A;ULTRAKAIF
YOO;6B;ULTRAKAIF
YOO;6C;ECONOMY
YOO;6D;ULTRAKAIF
YOO;7A;PREMIUM
YOO;7B;BUISNESS
YOO;7C;ULTRAKAIF
YOO;7D;BASE
YOO;8A;BUISNESS
YOO;8B;BASE
YOO;8C;PREMIUM
YOO;8D;PREMIUM
YOO;9A;PREMIUM
YOO;9B;ULTRAKAIF
YOO;9C;ECONOMY
YOO;9D;PREMIUM
YOO;10A;ULTRAKAIF
YOO;10B;PREMIUM
YOO;10C;BUISNESS
YOO;10D;ULTRAKAIF
YOO;11A;ADVANCE
YOO;11B;ECONOMY
YOO;11C;BUISNESS
YOO;11D;ECONOMY
YOO;12A;ULTRAKAIF
YOO;12B;ADVANCE
YOO;12C;ADVANCE
YOO;12D;ECONOMY
YOO;13A;ECONOMY
YOO;13B;ADVANCE
YOO;13C;ULTRAKAIF
YOO;13D;ADVANCE
YOO;14A;BUISNESS
YOO;14B;BASE
YOO;14C;ULTRAKAIF
YOO;14D;BASE
YOO;15A;BASE
YOO;15B;PREMIUM
YOO;15C;BASE
YOO;15D;ECONOMY
YOO;16A;ECONOMY
YOO;16B;ADVANCE
YOO;16C;ECONOMY
YOO;16D;ADVANCE
YOO;17A;ECONOMY
YOO;17B;BUISNESS
YOO;17C;BASE
YOO;17D;ADVANCE
YOO;18A;ECONOMY
YOO;18B;ECONOMY
YOO;18C;ECONOMY
YOO;18D;ECONOMY
YOO;19A;ECONOMY
YOO;19B;PREMIUM
YOO;19C;BUISNESS
YOO;19D;ADVANCE
YOO;20A;BASE
YOO;20B;BASE
YOO;20C;BUISNESS
YOO;20D;BASE
YOO;21A;BUISNESS
YOO;21B;ADVANCE
YOO;21C;ULTRAKAIF
YOO;21D;PREMIUM
YOO;22A;ULTRAKAIF
YOO;22B;ECONOMY
YOO;22C;BUISNESS
YOO;22D;PREMIUM
YOO;23A;BUISNESS
YOO;23B;ADVANCE
YOO;23C;ULTRAKAIF
YOO;23D;BASE
YOO;24A;PREMIUM
YOO;24B;BUISNESS
YOO;24C;ADVANCE
YOO;24D;BASE
YOO;25A;PREMIUM
YOO;25B;ECONOMY
YOO;25C;ADVANCE
YOO;25D;ECONOMY
YOO;26A;PREMIUM
YOO;26B;ECONOMY
YOO;26C;BUISNESS
YOO;26D;ULTRAKAIF
YOO;27A;PREMIUM
YOO;27B;ADVANCE
YOO;27C;PREMIUM
YOO;27D;ECONOMY
YOO;28A;BASE
YOO;28B;ULTRAKAIF
YOO;28C;ADVANCE
YOO;28D;PREMIUM
YOO;29A;PREMIUM
YOO;29B;ADVANCE
YOO;29C;BASE
YOO;29D;ADVANCE
YOO;30A;ADVANCE
YOO;30B;ADVANCE
YOO;30C;BASE
YOO;30D;PREMIUM
YOO;31A;ADVANCE
YOO;31B;ADVANCE
YOO;31C;ULTRAKAIF
YOO;31D;ULTRAKAIF
YOO;32A;ULTRAKAIF
YOO;32B;ADVANCE
YOO;32C;ADVANCE
YOO;32D;ULTRAKAIF
YOO;33A;ULTRAKAIF
YOO;33B;BUISNESS
YOO;33C;ULTRAKAIF
YOO;33D;BUISNESS
YOO;34A;ECONOMY
YOO;34B;PREMIUM
YOO;34C;ADVANCE
YOO;34D;BUISNESS
YOO;35A;BASE
YOO;35B;ADVANCE
YOO;35C;PREMIUM
YOO;35D;BUISNESS
YOO;36A;BASE
YOO;36B;ADVANCE
YOO;36C;ADVANCE
YOO;36D;BUISNESS
YOO;37A;ULTRAKAIF
YOO;37B;ADVANCE
YOO;37C;ECONOMY
YOO;37D;ULTRAKAIF
YOO;38A;BUISNESS
YOO;38B;BUISNESS
YOO;38C;BASE
YOO;38D;BASE
YOO;39A;ADVANCE
YOO;39B;ADVANCE
YOO;39C;PREMIUM
YOO;39D;BUISNESS
YOO;40A;ADVANCE
YOO;40B;ULTRAKAIF
YOO;40C;PREMIUM
YOO;40D;PREMIUM
PQJ;1A;ULTRAKAIF
PQJ;1B;ADVANCE
PQJ;1C;ADVANCE
PQJ;1D;BUISNESS
PQJ;2A;ECONOMY
PQJ;2B;BASE
PQJ;2C;ULTRAKAIF
PQJ;2D;PREMIUM
PQJ;3A;PREMIUM
PQJ;3B;BASE
PQJ;3C;BASE
PQJ;3D;ECONOMY
PQJ;4A;BUISNESS
PQJ;4B;ULTRAKAIF
PQJ;4C;BUISNESS
PQJ;4D;ULTRAKAIF
PQJ;5A;PREMIUM
PQJ;5B;BASE
PQJ;5C;ADVANCE
PQJ;5D;ECONOMY
PQJ;6A;ECONOMY
PQJ;6B;ECONOMY
PQJ;6C;ULTRAKAIF
PQJ;6D;BASE
PQJ;7A;ECONOMY
PQJ;7B;BASE
PQJ;7C;BUISNESS
PQJ;7D;BASE
PQJ;8A;PREMIUM
PQJ;8B;BASE
PQJ;8C;ULTRAKAIF
PQJ;8D;PREMIUM
PQJ;9A;ADVANCE
PQJ;9B;ADVANCE
PQJ;9C;ULTRAKAIF
PQJ;9D;ULTRAKAIF
PQJ;10A;PREMIUM
PQJ;10B;ECONOMY
PQJ;10C;PREMIUM
PQJ;10D;ULTRAKAIF
PQJ;11A;BASE
PQJ;11B;ADVANCE
PQJ;11C;ECONOMY
PQJ;11D;BUISNESS
PQJ;12A;ECONOMY
PQJ;12B;BASE
PQJ;12C;ADVANCE
PQJ;12D;ULTRAKAIF
PQJ;13A;PREMIUM
PQJ;13B;BUISNESS
PQJ;13C;BUISNESS
PQJ;13D;PREMIUM
PQJ;14A;ADVANCE
PQJ;14B;BASE
PQJ;14C;ECONOMY
PQJ;14D;BUISNESS
PQJ;15A;BUISNESS
PQJ;15B;BUISNESS
PQJ;15C;BASE
PQJ;15D;BUISNESS
PQJ;16A;BASE
PQJ;16B;BUISNESS
PQJ;16C;ECONOMY
PQJ;16D;PREMIUM
PQJ;17A;ADVANCE
PQJ;17B;ADVANCE
PQJ;17C;ULTRAKAIF
PQJ;17D;BASE
PQJ;18A;ECONOMY
PQJ;18B;BUISNESS
PQJ;18C;ADVANCE
PQJ;18D;ULTRAKAIF
PQJ;19A;ECONOMY
PQJ;19B;ECONOMY
PQJ;19C;BUISNESS
PQJ;19D;PREMIUM
PQJ;20A;ECONOMY
PQJ;20B;ADVANCE
PQJ;20C;BUISNESS
PQJ;20D;BUISNESS
PQJ;21A;BASE
PQJ;21B;ULTRAKAIF
PQJ;21C;ULTRAKAIF
PQJ;21D;ADVANCE
PQJ;22A;ADVANCE
PQJ;22B;ECONOMY
PQJ;22C;BASE
PQJ;22D;ECONOMY
PQJ;23A;BASE
PQJ;23B;ADVANCE
PQJ;23C;PREMIUM
PQJ;23D;BASE
PQJ;24A;ADVANCE
PQJ;24B;ADVANCE
PQJ;24C;ECONOMY
PQJ;24D;ADVANCE
PQJ;25A;PREMIUM
PQJ;25B;ECONOMY
PQJ;25C;PREMIUM
PQJ;25D;BUISNESS
PQJ;26A;BUISNESS
PQJ;26B;ULTRAKAIF
PQJ;26C;BUISNESS
PQJ;26D;ULTRAKAIF
PQJ;27A;BUISNESS
PQJ;27B;BUISNESS
PQJ;27C;ECONOMY
PQJ;27D;BUISNESS
PQJ;28A;PREMIUM
